city_name,neighborhood_official_name
Medellín,BALSOS
Medellín,BALSOS 1
Medellín,BALSOS NO 2
Medellín,BALSOS POBLADO
Medellín,BARICHARA
Medellín,BARRIO ANTIOQUIA
Medellín,BARRIO COLOMBIA
Medellín,BARRIO CRISTOBAL
Medellín,BARRIO LAS PALMAS
Medellín,BELEN
Medellín,BELEN ALAMEDA
Medellín,BELEN DE LA MOTA
Medellín,BELEN EL RINCON
Medellín,BELEN FATIMA
Medellín,BELEN GRANADA
Medellín,BELEN LA GLORIA
Medellín,BELEN LA MOTA
Medellín,BELEN LA NUBIA
Medellín,BELEN LA PALMA
Medellín,BELEN LAS MERCEDES
Medellín,BELEN LAS PLAYAS
Medellín,BELEN LOMA DE LOS BERNAL
Medellín,BELEN LOS ALPES
Medellín,BELEN LOS MOLINOS
Medellín,BELEN MALIBU
Medellín,BELEN MIRAVALLE
Medellín,BELEN NOGAL
Medellín,BELEN PARQUE
Medellín,BELEN PRIMAVERA
Medellín,BELEN RINCON
Medellín,BELEN RODEO ALTO
Medellín,BELEN ROSALES
Medellín,BELEN SAN BERNARDO
Medellín,BERNAL
Medellín,BOLIVARIANA
Medellín,BOMBONA
Medellín,BOSTON
Medellín,BOSTON CENTRO
Medellín,BUENOS AIRES
Medellín,BULERIAS
Medellín,CALASANZ
Medellín,CALASANZ FERRINI
Medellín,CALASANZ PARTE ALTA
Medellín,CALASANZ PARTE BAJA
Medellín,CALAZANS
Medellín,CALERA
Medellín,CAMPESTRE
Medellín,CAMPESTRE LA FRONTERA
Medellín,CAMPESTRE POBLADO
Medellín,CAMPO AMOR
Medellín,CAMPO VALDES
Medellín,CANDELARIA
Medellín,CARIBE
Medellín,CARLOS E RESTREPO
Medellín,CASTELLANA
Medellín,CASTILLA
Medellín,CASTILLO
Medellín,CASTROPOL
Medellín,CASTROPOL POBLADO
Medellín,CC TESORO
Medellín,CENTRO DE LA CIUDAD
Medellín,CENTRO OCCIDENTE
Medellín,CHAGUALO
Medellín,CIUDAD COLTEJER
Medellín,CIUDAD DEL RIO
Medellín,COLA DEL ZORRO
Medellín,COLINA
Medellín,COLORES
Medellín,CONCHA
Medellín,CONQUISTADORES
Medellín,CORDOBA
Medellín,CRISTO REY
Medellín,DANUBIO
Medellín,DIAMANTE
Medellín,DIAMANTE NO 2
Medellín,ENCIERRO
Medellín,ENCISO
Medellín,ENVIGADO
Medellín,ENVIGADO LOMA DE LAS BRUJAS
Medellín,ESCOBERO
Medellín,ESTADIO
Medellín,ESTADIO FLORIDA NUEVA
Medellín,FATIMA
Medellín,FLORESTA
Medellín,FLORIDA
Medellín,FLORIDA EL POBLADO
Medellín,FLORIDA NUEVA
Medellín,FRANCISCO ANTONIO ZEA
Medellín,FRONTERA
Medellín,GONZALEZ
Medellín,GRUTA
Medellín,GUAYABAL
Medellín,GUAYABAL SECTOR AGUACATALA
Medellín,GUAYAQUIL
Medellín,IGUANA
Medellín,INDUSTRIALES
Medellín,INFERIOR
Medellín,ITAGUI ACACIAS
Medellín,JARDINES
Medellín,LALINDE
Medellín,LAURELES
Medellín,LAURELES ESTADIO
Medellín,LAURELES LA ALMERIA
Medellín,LAURELES LA CASTELLANA
Medellín,LAURELES MEDELLIN
Medellín,LAURELES NOGAL
Medellín,LINDE
Medellín,LLANO GRANDE
Medellín,LLERAS
Medellín,LOMA DE ALEJANDRIA
Medellín,LOMA DE LOS BALSOS
Medellín,LOMA DE LOS BERNAL
Medellín,LOMA DE LOS GONZALEZ
Medellín,LOMA DE LOS PARRA
Medellín,LOMA DE SAN JULIAN
Medellín,LOMA DEL CAMPESTRE
Medellín,LOMA DEL ENCIERRO
Medellín,LOMA DEL ESMERALDAL
Medellín,LOMA DEL INDIO
Medellín,LOMA DEL PADRE MARIANITO
Medellín,LOMA EL TESORO
Medellín,LOMA LOS BERNAL
Medellín,LOMA LOS GONZALEZ
Medellín,LOMA LOS PARRA
Medellín,LOMA SAN JULIAN
Medellín,LOMAS
Medellín,LOMAS 1
Medellín,LOMAS 2
Medellín,LORENA
Medellín,LOS LAURELES
Medellín,MANILA
Medellín,MANRIQUE
Medellín,METROPOLITANO
Medellín,MILAGROSA
Medellín,MILLA DE ORO
Medellín,MIRAVALLE
Medellín,MOTA
Medellín,NARANJAL
Medellín,NARANJOS
Medellín,NIQUITAO
Medellín,NOGAL
Medellín,NOGAL LOS ALMENDROS
Medellín,NORORIENTE MANRIQUE
Medellín,NUBIA
Medellín,NUTIBARA
Medellín,OCCIDENTE BELEN ALPES
Medellín,OCCIDENTE BELEN FATIMA
Medellín,OCCIDENTE BELEN LAS PLAYAS
Medellín,OCCIDENTE BELEN SAN BERNARDO
Medellín,OCCIDENTE CALASANZ
Medellín,OCCIDENTE EL VELODROMO
Medellín,OCCIDENTE FLORIDA NUEVA
Medellín,OCCIDENTE LAURELES
Medellín,OCCIDENTE SURAMERICANA
Medellín,OLAYA HERRERA
Medellín,OTRO
Medellín,OVIEDO
Medellín,PAJARITO
Medellín,PALMAS
Medellín,PARQUE LLERAS
Medellín,PARQUE POBLADO
Medellín,PARRA
Medellín,PATIO BONITO
Medellín,PERPETUO SOCORRO
Medellín,PILARICA
Medellín,PINOS
Medellín,PLAYAS
Medellín,POBLADO
Medellín,POBLADO ALTO
Medellín,POBLADO CASTROPOL
Medellín,POBLADO CIUDAD DEL RIO
Medellín,POBLADO DE SANTA MARIA DE LOS ANGELES
Medellín,POBLADO DETRAS DEL MALL INTERPLAZA
Medellín,POBLADO EL TESORO
Medellín,POBLADO LA FRONTERA
Medellín,POBLADO LAS LOMAS
Medellín,POBLADO LAS PALMAS
Medellín,POBLADO LAS VEGAS
Medellín,POBLADO LOMA DE ALEJANDRIA
Medellín,POBLADO LOMA DE LOS PARRA
Medellín,POBLADO LOMA DEL INDIO
Medellín,POBLADO LOS BALSOS
Medellín,POBLADO LOS GONZALES
Medellín,POBLADO MANILA
Medellín,POBLADO OVIEDO
Medellín,POBLADO SAN DIEGO
Medellín,POBLADO SAN JULIAN
Medellín,POBLADO SAN LUCAS
Medellín,POBLADO SANTA MARIA DE LOS ANGELES
Medellín,POBLADO SECTOR MONTERREY
Medellín,POBLADO VERDE
Medellín,POBLADO VILLA CARLOTA
Medellín,PRADO
Medellín,PRADO CENTRO
Medellín,PROGRESO
Medellín,PROVENZA
Medellín,PROVENZA EL POBLADO
Medellín,RETIRO
Medellín,ROBLEDO
Medellín,ROBLEDO LA AURORA
Medellín,ROBLEDO PAJARITO
Medellín,ROBLEDO PILARICA
Medellín,RODEO
Medellín,RODEO ALTO
Medellín,ROSALES
Medellín,SABANETA
Medellín,SALVADOR
Medellín,SAN ANTONIO
Medellín,SAN ANTONIO DE PRADO
Medellín,SAN BERNARDO
Medellín,SAN CRISTOBAL
Medellín,SAN DIEGO
Medellín,SAN GERMAN
Medellín,SAN JAVIER
Medellín,SAN JOAQUIN
Medellín,SAN JOAQUIN LAURELES
Medellín,SAN JULIAN
Medellín,SAN LUCAS
Medellín,SAN MARTIN
Medellín,SAN PABLO
Medellín,SANTA ELENA
Medellín,SANTA FE
Medellín,SANTA GEMA
Medellín,SANTA LUCIA
Medellín,SANTA MARIA DE LOS ANGELES
Medellín,SANTA MONICA
Medellín,SANTA ROSA DE LIMA
Medellín,SANTA TERESITA
Medellín,SANTO DOMINGO SAVIO 1 Y 2
Medellín,SIMON BOLIVAR
Medellín,SOCORRO
Medellín,SUR
Medellín,SUR ORIENTE
Medellín,SUR POBLADO EL CAMPESTRE
Medellín,SUR SAN DIEGO
Medellín,SURAMERICANA
Medellín,SUROCCIDENTE
Medellín,SURORIENTE
Medellín,TABLAZA
Medellín,TENCHE
Medellín,TESORO
Medellín,TOMATERA
Medellín,TOMATERA EL POBLADO
Medellín,TRANSV SUPERIOR
Medellín,TRANSVERSAL INFERIOR
Medellín,TRANSVERSAL SUPERIOR
Medellín,TRANSVERSAL SUPERIOR EL POBLADO
Medellín,TRICENTENARIO
Medellín,TRINIDAD
Medellín,UNICENTRO
Medellín,VEGAS DEL POBLADO
Medellín,VELODROMO
Medellín,VEREDA EL PLACER
Medellín,VIA LAS PALMAS
Medellín,VILLA CARLOTA
Medellín,VILLA HERMOSA
Medellín,VILLA NUEVA
Medellín,VISITACION
Medellín,VISITACION LOS GONZALEZ
Medellín,VIZCAYA
Medellín,ZONA 2
Medellín,ZONA CENTRO MEDELLIN
Medellín,ZONA INDUSTRIAL DE BELEN
Pereira,2500 LOTES
Pereira,30 DE AGOSTO
Pereira,AEROPUERTO
Pereira,ALAMOS
Pereira,ALAMOS PLAZA
Pereira,ALCALA DEL CAMPO
Pereira,ALCAZARES
Pereira,ALFONSO LOPEZ
Pereira,ALPES
Pereira,ALTAGRACIA
Pereira,ALTOS DE BELMONTE
Pereira,ALTOS DE CANAAN
Pereira,ALTOS DE LLANO GRANDE II
Pereira,ANDES
Pereira,ARABIA
Pereira,ARIZONA
Pereira,ASTURIAS
Pereira,AVENIDA 30 DE AGOSTO
Pereira,AV CIRCUNVALAR
Pereira,AV COLIBRIS
Pereira,AV DE LAS AMERICAS
Pereira,AV EL POLLO
Pereira,AV JUAN B GUTIERREZ NO 19 62
Pereira,AV SUR
Pereira,AVENIDA 30 AGOSTO SECTOR GINO PASSCALLI
Pereira,AVENIDA 30 DE AGOSTO DEL CAFE
Pereira,AVENIDA CIRCUNVALAR
Pereira,AVENIDA CONDINA
Pereira,AVENIDA DE LAS AMERICAS
Pereira,AVENIDA DEL RIO
Pereira,AVENIDA DEL SUR
Pereira,AVENIDA LAS AMERICAS
Pereira,AVENIDA PINARES
Pereira,AVENIDA SUR
Pereira,BALCON DE PINARES
Pereira,BELMONTE
Pereira,"BELMONTE """"A"""""
Pereira,BELMONTE A
Pereira,BELMONTE B
Pereira,BELMONTE BAJO
Pereira,BERLIN
Pereira,BOSTON EL POBLADO
Pereira,BRISAS
Pereira,BUENOS AIRES
Pereira,CALLE 41
Pereira,CAMINOS DE CANAAN
Pereira,CANAAN
Pereira,CARACOL LA CURVA
Pereira,CARRERA 15
Pereira,CEDRITOS
Pereira,CENTENARIO
Pereira,CENTRAL
Pereira,CENTRO
Pereira,CENTRO PEREIRA
Pereira,CENTRO PLAZA BOLIVAR
Pereira,CENTRO SANTA ROSA DE CABAL
Pereira,CENTRO/SAN JORGE
Pereira,CERCA AL VIADUCTO
Pereira,CERRITOS
Pereira,CERRITOS / SECTOR EL TIGRE
Pereira,CERRITOS CAFELIA
Pereira,CERRITOS CAMPESTRE
Pereira,CERRITOS RISARALDA LAS PALMAS
Pereira,CERRITOS VIA CARTAGO
Pereira,CIRCUNVALAR
Pereira,CIRCUNVALAR ALAMOS
Pereira,CIUDAD JARDIN
Pereira,CND CAMPESTRE SAN JOSE DE LAS VILLAS
Pereira,COMBIA
Pereira,COMUNA CENTRO
Pereira,COMUNA CENTRO/SECTOR LAGO URIBE
Pereira,COMUNA CUBA/CUBA
Pereira,COMUNA CUBA/VIA CONDINA
Pereira,COMUNA GALICIA/GALICIA
Pereira,COMUNA OLIMPICA/LA VILLA
Pereira,COMUNA OLIMPICA/RINCON DE LA VILLA
Pereira,COMUNA SAN JOAQUIN/SAN JOAQUIN
Pereira,COMUNA UNIVERSIDAD / BARRIO PINARES
Pereira,COMUNA UNIVERSIDAD/LOS ALAMOS
Pereira,COMUNA UNIVERSIDAD/LOS ALPES
Pereira,COMUNA UNIVERSIDAD/PINARES
Pereira,COMUNA UNIVERSIDAD/SAN JOSE
Pereira,COMUNA UNIVERSIDAD/SAN JOSE SUR
Pereira,CONDINA
Pereira,CORALES
Pereira,COROCITO
Pereira,CORREGIMIENTO TRIBUNAS
Pereira,CRUCERO DE COMBIA
Pereira,CUBA
Pereira,CUBA SAN JOAQUIN
Pereira,CUIDAD JARDIN
Pereira,ELVIRA
Pereira,FLORIDA
Pereira,GALICIA
Pereira,GALICIA ALTA
Pereira,GALICIA BAJA
Pereira,GAMMA
Pereira,GAMMA BELMONTE
Pereira,GAVIOTAS
Pereira,GIBRALTAR
Pereira,HACIENDA CUBA
Pereira,HERMANDO VELEZ MARULANDA
Pereira,HOMECENTER
Pereira,HUERTAS EN PEREIRA
Pereira,INVICO
Pereira,JARDIN
Pereira,JARDIN I
Pereira,JARDINES DE TANAMBI
Pereira,KENNEDY
Pereira,MACARENA
Pereira,MALABAR
Pereira,MARAYA
Pereira,MEJIA ROBLEDO
Pereira,MERCASA
Pereira,MIRADOR
Pereira,MORELIA
Pereira,MTF LA VILLA
Pereira,MUNDO NUEVO
Pereira,NUEVO SOL
Pereira,OLAYA
Pereira,OLAYA HERRERA
Pereira,PARAJE COMBIA
Pereira,PARQUE INDUSTRIAL
Pereira,PARQUE INDUSTRIAL SECTOR A
Pereira,PASEO DE LA CASTELLANA
Pereira,PEREIRA
Pereira,PIMPOLLO
Pereira,PINARES
Pereira,PINARES ALTO
Pereira,PINARES DE SAN MARTIN
Pereira,POBLADO
Pereira,POBLADO ETA I
Pereira,POBLADO I
Pereira,POPULAR
Pereira,POPULAR MODELO
Pereira,PROVIDENCIA
Pereira,PROVIDENCIA CENTENARIO
Pereira,PUEBLITO CAFETERO
Pereira,PUNTO 30
Pereira,REBECA
Pereira,RESERVA DE LA JULITA
Pereira,ROSALES
Pereira,SABANITAS
Pereira,SAMARIA ETA II
Pereira,SAN FERNANDO
Pereira,SAN JOAQUIN
Pereira,SAN JOAQUIN PEREIRA
Pereira,SAN JOSE
Pereira,SAN JOSE PEREIRA
Pereira,SAN JOSE SUR
Pereira,SAN LUIS
Pereira,SAN LUIS GONZAGA
Pereira,SAN MATEO
Pereira,SAN SILVESTRE
Pereira,SAUCES ETA V
Pereira,SECTOR EL TIGRE
Pereira,SECTOR GALERIA CENTRAL
Pereira,TIGRE
Pereira,TIGRE CERRITOS
Pereira,TRES PUERTAS
Pereira,TRIBUNAS
Pereira,TURIN
Pereira,UNICENTRO
Pereira,VARIANTE CONDINA
Pereira,VENECIA
Pereira,VEREDA BETULIA
Pereira,VEREDA COMBIA
Pereira,VEREDA EL TIGRE
Pereira,VEREDA GAITAN
Pereira,VEREDA LA SIRIA
Pereira,VEREDA TRIBUNAS
Pereira,VIA ALCALA
Pereira,VIA ALTAGRACIA
Pereira,VIA ARMENIA
Pereira,VIA CERRITOS
Pereira,VIA CERRITOS CARTAGO
Pereira,VIA CERRITOS LA VIRGINIA
Pereira,VIA CONDINA
Pereira,VIA LA FLORIDA
Pereira,VIA LA VIRGINIA
Pereira,VIA MARSELLA
Pereira,VIA MONTELARGO
Pereira,VIA MORELIA
Pereira,VIA PEREIRA ARMENIA
Pereira,VIA PEREIRA LA VIRGINIA
Pereira,VIA VARIANTE CONDINA
Pereira,VIAJERO
Pereira,VICTORIA
Pereira,VILLA
Pereira,VILLA BELMONTE
Pereira,VILLA DEL PRADO
Pereira,VILLA OLIMPICA
Pereira,VILLA VERDE
Pereira,VILLA VICENCIO
Pereira,VILLAS DEL JARDIN II
Pereira,VIRGINIA
Sabaneta,3 ESQUINAS
Sabaneta,ALCAZAREZ
Sabaneta,ALIADAS
Sabaneta,ALIADAS DEL SUR
Sabaneta,ALTO DE LAS FLORES
Sabaneta,ANCON SUR
Sabaneta,ARIAS
Sabaneta,ASDESILLAS
Sabaneta,ASIC
Sabaneta,AV LAS VEGAS
Sabaneta,AVES MARIA
Sabaneta,AVES MARIA PARTE ALTA
Sabaneta,BARQUERENA
Sabaneta,BETANIA
Sabaneta,SABANETA
Sabaneta,BRISAS SABANETA
Sabaneta,CALLE DEL BANCO
Sabaneta,CALLE LARGA
Sabaneta,CALLE NUEVA
Sabaneta,CAÑAVERALEJO
Sabaneta,CANDELARIA
Sabaneta,CARMELO
Sabaneta,CASITAS
Sabaneta,CEIPA
Sabaneta,CENTRO
Sabaneta,CENTRO COMERCIAL MAYORCA
Sabaneta,CERAMICA
Sabaneta,CES
Sabaneta,DOCTORA
Sabaneta,ENTREAMIGOS
Sabaneta,ENVIGADO
Sabaneta,EURO
Sabaneta,FLORES
Sabaneta,FLORIDA
Sabaneta,GECOLSA
Sabaneta,HOLANDA
Sabaneta,HOSPITAL
Sabaneta,LAGOS DE LA DOCTORA
Sabaneta,LAGOS DEL SUR
Sabaneta,LOMA DE SAN JOSE
Sabaneta,LOMA LINDA
Sabaneta,LOMA SAN JOSE
Sabaneta,LOMA SAN REMO
Sabaneta,LOMITAS
Sabaneta,LOMITAS SECTOR LA TUNA
Sabaneta,MANUEL RESTREPO
Sabaneta,MARIA AUXILIADORA
Sabaneta,MAYORCA
Sabaneta,OTRO
Sabaneta,PAN DE AZUCAR
Sabaneta,PARQUE
Sabaneta,PARQUE DE LAS FLORES
Sabaneta,PARQUE DE SABANETA
Sabaneta,PARQUE PRINCIPAL
Sabaneta,PLAYAS DE DONA MARIA
Sabaneta,PLAYAS DE MARIA
Sabaneta,PRADOS DE SABANETA
Sabaneta,PROMISION
Sabaneta,RESTREPO NARANJO
Sabaneta,ROSALES
Sabaneta,SABANETA REAL
Sabaneta,SABANETA SAN JOSE
Sabaneta,SAN FERNANDO
Sabaneta,SAN JOAQUIN
Sabaneta,SAN JOSE
Sabaneta,SAN JOSE PARTE ALTA
Sabaneta,SAN JOSE PARTE BAJA
Sabaneta,SAN REMO
Sabaneta,SANTA ANA
Sabaneta,SANTANA
Sabaneta,SIN BARRIO
Sabaneta,TRAPICHE
Sabaneta,TRES ESQUINAS
Sabaneta,VARIANTE
Sabaneta,VARIANTE A CALDAS
Sabaneta,VEGAS
Sabaneta,VEGAS DE LA DOCTORA
Sabaneta,VEGAS DE SAN JOSE
Sabaneta,VEREDA CANAVERALEJO
Sabaneta,VEREDA LAS LOMITAS
Sabaneta,VEREDA PAN DE AZUCAR
Sabaneta,VEREDA SAN JOSE
Sabaneta,VILLA DEL CARMEN
Sabaneta,VILLA ROMERA
Sabaneta,VILLA ROMERA CAMPESTRE
Sabaneta,VILLAS DEL CARMEN
Sabaneta,VIRGEN DEL CARMEN
Sabaneta,ZONA CENTRO SABANETA
Santa Marta,11 DE NOVIEMBRE
Santa Marta,13 DE JUNIO
Santa Marta,AEROMAR
Santa Marta,AEROPUERTO
Santa Marta,ALCATRACES
Santa Marta,ALCAZAREZ
Santa Marta,ALTOS DE MAYORCA
Santa Marta,ALUNA BAVARIA
Santa Marta,ANDREA CAROLINA
Santa Marta,AVENIDA LIBERTADOR
Santa Marta,BAHIA POZOS COLORADOS
Santa Marta,BARRIO EL LIBANO
Santa Marta,BASTIDAS
Santa Marta,BAVARIA
Santa Marta,BAVARIA RESERVADO
Santa Marta,BAVARO INN
Santa Marta,BELLAVISTA
Santa Marta,BELLAVISTA LOS COCOS
Santa Marta,BELLO HORIZONTE
Santa Marta,BELLO HORIZONTE AEROPUERTO
Santa Marta,BELLO HORIZONTE POZOS COLORADOS
Santa Marta,BONDA
Santa Marta,BURECHE
Santa Marta,CENTRAL
Santa Marta,CENTRO
Santa Marta,CENTRO HISTORICO
Santa Marta,CIUDAD DEL SOL
Santa Marta,COCOS
Santa Marta,CONJUNTO AVIVA SIERRA
Santa Marta,CURINCA
Santa Marta,DECAMERON
Santa Marta,DESCONOCIDO
Santa Marta,DON JACA
Santa Marta,GAIRA
Santa Marta,GALICIA
Santa Marta,IROTAMA
Santa Marta,JARDIN
Santa Marta,LIBANO 2000
Santa Marta,MAMATOCO
Santa Marta,MANZANARES
Santa Marta,MAYOR
Santa Marta,MIRAFLORES
Santa Marta,NUEVA GALICIA
Santa Marta,OLIVOS
Santa Marta,PALMERAS
Santa Marta,PAZ
Santa Marta,PESCAITO
Santa Marta,PLAYA SALGUERO
Santa Marta,POZOS COLORADOS
Santa Marta,PRADO
Santa Marta,PUEBLITO
Santa Marta,PUERTO
Santa Marta,REPOSO
Santa Marta,RESERVA DE CURINCA
Santa Marta,RIASCOS
Santa Marta,RODADERO
Santa Marta,RODADERO NORTE
Santa Marta,RODADERO PLAYA SALGUERO
Santa Marta,RODADERO RESERVADO
Santa Marta,RODADERO SUR
Santa Marta,RODADERO TRADICIONAL
Santa Marta,RUTA DEL SOL
Santa Marta,SAN FRANCISCO
Santa Marta,SAN PEDRO ALEJANDRINO
Santa Marta,SANTA CATALINA
Santa Marta,SANTA CRUZ
Santa Marta,SANTA MARIA DEL MAR
Santa Marta,SANTA MARTA BELLO HORIZONTE
Santa Marta,SANTA MARTA POZOS COLORADOS
Santa Marta,SANTA MARTA RIASCOS
Santa Marta,SECTOR PLAYA DORMIDA
Santa Marta,SIERRADENTRO
Santa Marta,SIERRADENTRO / SIERRA MORENA
Santa Marta,TAYRONA
Santa Marta,TERRITORIAL
Santa Marta,TRONCAL
Santa Marta,TRONCOS
Santa Marta,UNION
Santa Marta,URBANIZACION EL RIO
Santa Marta,URBANIZACION SALGUERO
Santa Marta,VILLA OLIMPICA
Santa Marta,VISTA HERMOSA
Santa Marta,ZONA HOTEL DECAMERON
Soacha,ALTICO
Soacha,AV INDUMIL
Soacha,CAZUCA
Soacha,CAZUCA INDUSTRIAL
Soacha,CENTRO COMERCIAL MERCURIO
Soacha,CHUSACA
Soacha,CIUDAD VERDE
Soacha,COMPARTIR
Soacha,CR LA EVOLUCION
Soacha,DESPENSA
Soacha,HOGARES
Soacha,HOGARES DE SOACHA
Soacha,HOGARES SOACHA
Soacha,ILUSION LL
Soacha,INDUSTRIAL CAZUCA
Soacha,LEON XIII
Soacha,MAIPORE
Soacha,MAIPORE CONJUNTO LA MACARENA PH
Soacha,PARQUE CAMPESTRE
Soacha,PARQUE CAMPESTRE 3
Soacha,QUINTANARES
Soacha,SAN MATEO
Soacha,SOACHA CIUDAD VERDE
Soacha,SOACHA DANUBIO
Soacha,SOACHA MAIPORE
Soacha,SOACHA SAN MATEO
Soacha,SOACHA TERREROS
Soacha,UBATE SOACHA
Soacha,VIA SIBATE
Soacha,VIA SOACHA
Soacha,VINCULO
Soacha,ZONA INDUSTRIAL
